asin,name,brand,description,features,stars,rating_count,info_table,ingredients
B00PHVDRJI,"Herb Pharm Certified Organic Lemon Balm Liquid Extract for Calming Nervous System Support, Alcohol-Free Glycerite, 4 Ounce",Visit the Herb Pharm Store,"Herb Pharm Lemon Balm extract works with the body’s natural mechanisms to support the nervous system*. Herb Pharm prepares Lemon Balm from the shade-dried herb of Melissa officinalis plants which are Certified Organically Grown on the company's own farm. Lemon Balm is gentle enough to use with children, is easily dosed and taken in liquid form. It may be added to water or other liquid for taste and is easily absorbed into the bloodstream. Lemon Balm is very lemony, very slightly sour and bitter. Herb Pharm never uses synthetic solvents. The company's farm is Certified Organic, Bee Friendly, and Salmon Safe. Herb Pharm is the #1 selling liquid herbal extract brand in US Natural Food (SPINS). Herb Pharm is a company of herbalists, scientists, and farmers in GMO-free Josephine County, OR. There, they have been cultivating herbs with care, precision, and respect for nature since 1979. * This statement has not been evaluated by the FDA. This product is not intended to diagnose, treat, cure, or prevent any disease","Lemon balm liquid herbal extract to support a healthy nervous system* | Easily absorbed liquid engages the senses of taste and smell to help the body recognize & use herbs | Prepared from the shade-dried herb of Melissa officinalis plants which are Certified Organically Grown on Herb Pharm’s own farm | Alcohol-free, vegan, non-GMO, & gluten-free. Herb identity assured via HPTLC fingerprinting and other methods specific to each herb | * This statement has not been evaluated by the FDA. This product is not intended to diagnose, treat, cure, or prevent any disease",4.5 out of 5 stars,"2,199 global ratings","Lemon Balm, Distilled Water, Organic Vegetable Glycerin",
B0CVH1NSF7,"Goldenseal Root Liquid Extract - 2 Fl Oz - Goldenseal Tincture, Alcohol Free, Vegan - 2 Fl Oz",Visit the Pura Herba Store,,"Goldenseal Root Tincture - 2 Fl Oz | Easy-to-Take liquid drops: Mix one dropper with water, juice, smoothie beverage up to 1-2 times per day to feel all benefits | Made in the USA -We have full confidence in the quality of our natural, organic, dandelion root extract",4.2 out of 5 stars,53 global ratings,,
B001ECXHVM,"Deep Sleep - Natural Herbal Sleep Aid Supplement - Non-Habit Forming - 4 oz Liquid Extract (Contains Fresh Extracts of California Poppy, Valerian, Passionflower, Chamomile, Lemon Balm",Visit the Herbs Etc. Store,"Deep Sleep is made with sleep promoting herbs, including Passionflower, Chamomile and Lemon Balm.",Herbs Etc - Deep Sleep 4 oz,4.3 out of 5 stars,143 global ratings,"Fresh California Poppy plant, fresh Valerian root, fresh Passionflower herb tip, fresh Chamomile flower, fresh Lemon Balm herb, fresh Oat seed in milky stage and Orange peel. Gluten Free",
B015HMOEAC,"Host Defense Breathe* Extract - Immune & Respiratory Support Mushroom Liquid Supplement - Herbal Lung Health Supplement with Chaga, Reishi & Cordyceps - 2 fl oz (60 Servings)*",Visit the Host Defense Store,,"Immune & Respiratory Support Supplement: This mushroom supplement supports your immune system response and lung health for comfortable breathing* | Mushroom Supplement with Cordyceps & Reishi: Our herbal supplement is made with Chaga, Reishi, and Cordyceps for daily respiratory support* | About Host Defense: Host Defense Mushrooms was founded by renowned mycologist Paul Stamets; our mushroom mycelium is certified organic, non-GMO, gluten-free, and grown in the USA* | Powered by Mushroom Mycelium: Our organic mushroom mycelium is grown on organic brown rice substrate; third-party studies show that mushroom mycelium and fermented rice substrate support your health* | Herbal Dietary Supplement: As a dietary supplement, take 1 full dropper bulb squeeze twice daily with food or on an empty stomach, or as recommended by your healthcare advisor",4.6 out of 5 stars,566 global ratings,"Fresh Chaga (Inonotus obliquus) mycelium/fermented brown rice biomass extract, Fresh Cordyceps (Corydceps militaris) mycelium/fermented brown rice biomass extract, Fresh Reishi (Ganoderma lucidum s.I.) mycelium/fermented brown rice biomass extract, Dried Reishi (Ganoderma lucidum s.I.) fruit body extract, Water, alcohol (alcohol content: 30-40%)",
B00J47JJYS,California Poppy (Eschscholzia Californica) and Saint John's Wort (Hypericum Perforatum) Liquid Extract 2 oz,Brand: Hawaii Pharm,"California Poppy (Eschscholzia Californica) is a typical species of herbaceous plants of the genus Eschscholzia. The stem is straight or branched, smooth, sometimes bluish in color. The root is rod, powerful. A flower is solitary with yellow to orange petals. California Poppy blooms from February to September. The flower closes at night and in cold windy weather, and opens again in the morning, but may remain closed if it is cloudy weather. Saint John's Wort (Hypericum Perforatum) is a perennial herbaceous plant up to 30 - 100 cm high. The stalk is dihedral bare in the upper part is oppositely branched. Rhizomes and roots are underdeveloped, unbranched. The leaves are oval or ovoid, with translucent glands in the form of black dots. Petals are strewn with black-brown or purple dots, especially around the edge. The plant blooms in June-August.The fruit is a three-celled oblong-ovate capsule. Seeds are small, cylindrical, brown. The fruits ripen in September-October.","Crude California Poppy and Saint John's Wort extract of first cold extraction! | California Poppy andextract contains ONLY natural ingredients! | Super concentrated California Poppy and Saint John's Wort extract: dry material / menstruum ratio 1:3! | We strictly use only organic or ethically sourced wild harvested material, highest quality alcohol, vegetable glycerin and crystal clear water! Really the BEST California Poppy and Saint John's Wort extract on market!",4 out of 5 stars,2 global ratings,"Certified Organic California Poppy (Eschscholzia californica) dried above-ground parts of the plant from France and Certified Organic Saint John's Wort (Hypericum Perforatum) dried flowering tops and leaf from Chile. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers.",
B07FFGRVZ4,Lemon Balm Tincture - Organic Lemons Drops - Dried Lemon Balm Made in USA - Non-GMO - Lemon Balm Extract 2 Fl. Oz,Visit the FLORIDA HERBS Store,,"LEMON BALM TINCTURE - Hormones free, preservatives free, without artificial ingredients, gluten free, wheat free, dairy free, sugar-free, soy free. | HIGHEST QUALITY ORGANIC LEMON BALM EXTRACT derived from Organic Lemon Balm Plant Parts, the Latin name is Melissa officinalis, from remote areas of the USA and Europe. | 100% WARRANTY FOR A FULL REFUND MONEY - Try the best - without risk! This Lemon Balm (Melissa Officinalis) and ALL products from FLORIDA HERBS is covered by the money-back guarantee without any questions. | LEMON BALM other names: Balm, Bálsamo de Limón, Cure-All, Dropsy Plant, Honey Plant, Melisa, Melissa, Melissa officinalis, Melissae Folium, Mélisse, Mélisse Citronnelle, Mélisse Officinale, Melissenblatt, Monarde, Sweet Balm, Sweet Mary, Toronjil.",4.4 out of 5 stars,238 global ratings,,
B09P2JT1W4,"WILE Un-Anger Tincture for Women - Calm, Focus & Mood Support Supplement with Kava, Chaste Tree Berry & Milk Thistle - Herbal Perimenopause Liquid Drops Supplements for Stress, PMS, Menopause, 1FL oz",Visit the WILE Store,,"EFFECTIVE MOOD SUPPORT: WILE Un-Anger Tincture is a 100% plant-derived natural tincture, ideal for stress or anger-provoking events. This herbal tincture supports a healthy stress response and helps calm the body and mind. Great for PMS and helps to reduce irritability, common in midlife. Our Un-anger tincture is perfect for those seeking natural relief for anxiety. | POWERFUL CALMATIVE INGREDIENTS: Infused with soothing Kava root, Milk Thistle, and other concentrated calmers, this tincture mix supports mood during anger and frustration. Kava promotes a healthy mood in response to occasional stress, known for deep relaxation and a calming effect. Milk Thistle helps improve mood and relieve stress, while English Lavender is known to calm the body and mind. Chaste Tree helps relieve physical and emotional symptoms associated with the menstrual cycle. | FAST-ACTING STRESS RELIEF: Get fast support during frustration, anger, and irritability with 1-2 droppers under the tongue, then swallow. These tincture drops have a sharp taste that quickly dissipates and may be added to water, tea, coffee, or your favorite drink. | NATURAL AND SAFE: Our mood support supplement is formulated by naturopath physicians with no side effects. Vegan, gluten-free, non-habit forming, and non-sedative, this mood support tincture promotes a sense of well-being and acts as a mood support supplement and flow drops for energy and focus. | MENOPAUSE SUPPLEMENTS FOR WOMEN 40+: WILE capsules, tinctures, and functional drinks help manage hormones, perimenopause, and stress for women over 40. Includes 1 fl oz. (30 servings). Take up to 3 times a day for menopause support, PMS support, and menopause relief.",3.9 out of 5 stars,113 global ratings,,
B0759XJ42D,"Secrets of the Tribe Tribal Tranquility Alcohol, Glycerite Skullcap, Lemon Balm, Holy Basil, Reishi Mushroom, California Poppy, Valerian. Tincture Herbal Extract Nerve Calming Formula 2 OZ",Visit the Secrets of the Tribe Store,"At Secrets of the Tribe, we turn to Earth for help to support and strengthen our health. Thanks to modern technology, we are now able to get the best out of every herb — a pure and rich extract that contains all the beneficial properties and valuable nutrients. We create every bottle with the purpose of serving those who seek the path to long-lasting wellness. Our love for the planet ties together with our core belief that nature heals.",,,,"Scutellaria lateriflora, Melissa officinalis, Ocimum tenuiflorum, Ganoderma lucidum, Eschscholzia californica, Valeriana officinalis, Alcohol, Vegetable Glycerin, distilled water",
B098JDBXP3,"Wild Lettuce 10X Extract Tincture 30,000 mg (1 Fl Oz (Pack of 1))",Visit the Amazing Botanicals Store,,"🌿 PURE & ORGANIC: Crafted with organic wild lettuce and free from artificial additives, preservatives, and colors, ensuring you receive a clean and natural product. | 🌱 VEGAN-FRIENDLY: Our tincture is made with plant-based ingredients, making it suitable for vegans and vegetarians. | 🌿 SATISFACTION GUARANTEED: We pride ourselves on quality and customer satisfaction. If you’re not happy with the product, we offer a hassle-free return policy.",3.7 out of 5 stars,135 global ratings,,
B0B3W623ST,"California and Valerian Tincture Alcohol-Free extract, High-potency Herbal Drops, Tincture made from California Poppy Eschscholzia Californica, Valerian Valeriana Officinalis Relaxation 2 oz",Visit the Secrets of the Tribe Store,"We prepare our Herbal Extract from the raw herbs which are sustainably wildcrafted in their natural habitat. To assure thorough extraction of our herbs bioactive compounds, the herb is hand-harvested at its optimal potency, is carefully shade-dried and is then promptly extracted.","3rd Party Lab Tested: No Foreign Substances, No Fillers, Herb ID Confirmed for Your Safety, Micro test | 100% Natural Products: No Artificial Colors or Flavors, No Sugar or Sweeteners Added, Tested and Verified for Purity: Steam Distilled, Pristine Quality, Gluten-Free, No Preservatives, Soy-Free, Dairy-Free, Egg-Free, Cruelty-Free | Great Price: Best Price Amongst GMP Certified Manufacturers | High Potency: Patent-Pending Unparalleled Extraction Method, Highest Concentration of Bioactive Components 100% Made in the USA | Our product: Easily Absorbed by the Body in Minutes",,,"Eschscholzia Californica, Valeriana Officinalis, Vegetable Glycerin, distilled water",
B08BX76Y52,"HERBAMAMA Lemon Balm Tincture - Relaxation Supplement with Lemon Balm Leaf Extract - Vegan Melissa Officinalis Lemon Balm Drops - Alcohol & Sugar-Free, 28-Day Supply",Visit the HERBAMAMA Store,"Experience the natural benefits of Herbamama Lemon Balm Leaf tincture, crafted from Melissa officinalis to promote calmness through gentle relaxation support. Our carefully crafted formula uses glycerin to naturally eliminate bitterness, delivering a smooth, pleasant taste without added sugars. Free from alcohol, artificial colors, and flavors, this vegan and non-GMO tincture is made for various lifestyles. With only three ingredients—lemon balm leaves, glycerin, and water—our formula is simple and easy to incorporate into your daily calm support routine. Shake the bottle well before adding one dropper squeeze to your favorite drink or placing it directly under your tongue three times daily. Each bottle offers a 28-day supply, with up to 98% absorption, providing consistent relaxation. Promote your calmness with Herbamama’s natural, vegan Melissa lemon balm drops.","Relaxation Support: Each drop of Herbamama's Lemon balm tincture is crafted to support your calmness. Our pure Lemon balm leaf extract provides calm support, ensuring overall relaxation. | Only Three Ingredients: Herbamama Lemon balm supplement features a simple formula with just three ingredients: Melissa officinalis, vegetable glycerin, and distilled water. It's vegetarian, with an easy-to-digest formula and no artificial additives. | Fast Absorption: Our Lemon balm calming drops formula provides up to 98% absorption in just two-five minutes. These quickly absorbed Lemon balm leaf liquid extract support calmness and deliver all the benefits of the Lemon balm herb. | For a Variety of Lifestyles: Herbamama vegan formula is based on vegetable glycerin and contains no alcohol or sugar. Our Lemon balm leaf drops are gluten-free and non-GMO. Herbamama Lemon balm calm support tincture is crafted to complement any lifestyle. | Shake Well Before Use: Add one squeeze of the dropper bulb to a glass of water or juice, three times daily. You can drop Herbamama Lemon balm liquid calming drops directly onto your tongue, but avoid contact between the dropper and your mouth.",4.5 out of 5 stars,714 global ratings,"Lemon Balm Leaf (Melissa officinalis), vegetable glycerin, and distilled water.",
B0DDYKG71Z,"Hawaii Pharm California Poppy Alcohol-Free Extract, Glycerite for Calming Nervous System, Promotes Relaxation, Supports Sleep, Eases Tension - 4 fl.oz",Brand: Hawaii Pharm,"This California Poppy Alcohol-Free Extract (glycerite, tincture) is produced by Hawaii Pharm – a trusted, the USA (Hawaii) based brand, committed to creating premium herbal extracts for over 15 years. At Hawaii Pharm, we pride ourselves on using the finest quality raw materials, combining traditional recipes with cutting-edge technologies to produce exceptional products.","Natural Relaxation: Discover the calming effects of our California Poppy Alcohol-Free Extract. Specially formulated to promote relaxation, this glycerite is ideal for easing tension and helping you unwind naturally after a stressful day. Incorporate it into your daily routine to experience a sense of calm and tranquility, enhancing your overall well-being and quality of life. | Supports Restful Sleep: Enhance your sleep quality with Hawaii Pharm’s California Poppy Extract. Known for its soothing properties, this natural supplement supports a restful night's sleep, helping you wake up refreshed and rejuvenated. Say goodbye to restless nights and embrace a natural solution that promotes deep, restorative sleep, ensuring you feel your best every morning. | Superior Absorption and Easy Use: Our liquid California Poppy Extract offers superior absorption compared to tablets and capsules, ensuring your body quickly and fully benefits from its calming properties. Easy to use, simply mix it with water or your favorite beverage for convenient consumption. This makes it an ideal choice for those seeking quick and efficient results without the hassle of swallowing pills. | 100% Natural, Alcohol-Free & Pure: Trust in Hawaii Pharm’s commitment to excellence. Our California Poppy Extract is a 100% natural, alcohol-free product, free from additives, colorants, flavorings, and sugars. This ensures you receive the purest form of the herb without any unwanted ingredients. Our rigorous quality control measures guarantee the highest standards of purity and effectiveness, providing you with a product you can trust. | Made in the USA with Premium Quality: Proudly crafted in the USA (Hawaii), our California Poppy Extract uses select, high-quality ingredients sourced from trusted suppliers. Each batch undergoes rigorous laboratory testing to ensure it meets the highest standards of safety and potency. By choosing Hawaii Pharm, you are supporting American-made products and a brand dedicated to delivering the best in herbal extracts.",,,,
B00966986Q,California Poppy (Eschscholzia Californica) and Valerian (Valeriana Officinalis) Liquid Extract 2x2 oz,Brand: Hawaii Pharm,"California Poppy (Eschscholzia Californica) is a typical species of herbaceous plants of the genus Eschscholzia. The stem is straight or branched, smooth, sometimes bluish in color. The root is rod, powerful. A flower is solitary with yellow to orange petals. California Poppy blooms from February to September. The flower closes at night and in cold windy weather, and opens again in the morning, but may remain closed if it is cloudy weather. Valerian Root also known as Valeriana officinalis. Common Valerian, European Valerian, Valeriana and Allheal. Valerian is a perennial plant, native to Europe and parts of Asia. It grows in meadows and woodlands within moist, temperate climates and has since been naturalized in North America. The root system consists of a vertical rhizome and an abundance of smaller rootlets which are harvested and dried at temperatures less than 105 degrees Fahrenheit.","Crude California Poppy and Valerian root extract of first cold extraction! | California Poppy and Valerian extract contains ONLY natural ingredients! | Super concentrated California Poppy and Valerian root extract: dry material / menstruum ratio 1:3! | We strictly use only organic or ethically sourced wild harvested material, highest quality alcohol, vegetable glycerin and crystal clear water! Really the BEST California Poppy and Valerian root extract on market!",,,"Certified Organic California Poppy (Eschscholzia californica) dried above-ground parts of the plant from France and Certified Organic Valerian (Valeriana Officinalis) dried root from Poland. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers.",
B07KKQ7TQX,"Dream Secret Alcohol Tincture Extract, Valerian, Passionflower, Lavender, St. John's Wort, California Poppy, Chamomile. Restful Sleep Formula (4 FL OZ)",Visit the Secrets of the Tribe Store,"We prepare our Herbal Extract from the raw herbs which are sustainably wildcrafted in their natural habitat. To assure thorough extraction of our herbs bioactive compounds, the herb is hand-harvested at its optimal potency, is carefully shade-dried and is then promptly extracted.","3rd Party Lab Tested: No Foreign Substances, No Fillers, Herb ID Confirmed for Your Safety, Micro test | 100% Natural Products: No Artificial Colors or Flavors, No Sugar or Sweeteners Added | Tested and Verified for Purity: Steam Distilled, Pristine Quality, Gluten-Free, No Preservatives, Soy-Free, Dairy-Free, Egg-Free, Cruelty-Free | High Potency: Patent-Pending Unparalleled Extraction Method, Highest Concentration of Bioactive Components 100% Made in the USA | Our product: Easily Absorbed by the Body",,,"Valerian Root (Valeriana officinalis), Passionflower Leaf and Herb (Passiflora incarnata), Lavender Flowers (Lavandula x intermedia), St. John's Wort Herb and Flower (Hypericum perforatum), California Poppy Herb and Flower (Eschscholzia californica), Chamomile Flower (Matricaria recutita), Food Grade Alcohol, Vegetable Glycerin, Distilled water",
B0CVBMK218,"Mushrooms Liquid Drops Complex | Lions Mane Supplement with Turkey Tail Mushroom, Reishi Mushroom, Shiitake Mushroom & More | Support Cognitive Function, Memory & Focus | Non-GMO, Soy-Free | 2 Fl Oz",Visit the SMNutrition Store,,"DYNAMIC MUSHROOMS COMPLEX: Our robust mushroom complex combines the powerful benefits of organic Lions Mane mushroom, Turkey Tail, Shiitake, Reishi, Maitake, and Agaricus Blazei to enhance your mental performance and support your immune system.* | SHARPEN YOUR BRAIN: Our nootropic supplement is formulated to support mood, memory, and focus.* Lion’s Mane and Turkey Tail are often used in mushroom supplement to minimize stress, promote calm, and provide mental clarity.* | PREMIUM MUSHROOM EXTRACTS: Every extract in this mushroom blend is taken from real mushrooms. Most of our cognitive supplement is derived from the fruiting mushroom body.* | MAXIMUM ABSORPTION: Our mushroom complex and Lions Mane liquid drops offer maximum absorption so you don’t miss out on any nutrients. Each bottle contains 2 fl oz. and 60 servings for your everyday dose. | HIGH-QUALITY FORMULA: Our mushroom extract is formulated Soy-Free, Non-GMO, Gluten-Free, and without the top 9 allergens. It was manufactured in a cGMP facility and third-party tested.",4.3 out of 5 stars,"1,040 global ratings","Proprietary Mushroom Blend Extract 1190mg (Chaga Mushroom, Maitake Mushroom, Reishi Mushroom, Shiitake Mushroom, Lions Mane Mushroom Turkey Tail Mushroom) Organic Vegetable Glycerin, Water (reverse osmosis)",
B00LC5ZJQC,"California Poppy and Valerian Liquid Extract, Organic California Poppy (Eschscholzia Californica) and Valerian (Valeriana Officinalis) Tincture Supplement 15x4 oz",Brand: Hawaii Pharm,"California Poppy (Eschscholzia Californica) is a typical species of herbaceous plants of the genus Eschscholzia. The stem is straight or branched, smooth, sometimes bluish in color. The root is rod, powerful. A flower is solitary with yellow to orange petals. California Poppy blooms from February to September. The flower closes at night and in cold windy weather, and opens again in the morning, but may remain closed if it is cloudy weather. Valerian Root also known as Valeriana officinalis. Common Valerian, European Valerian, Valeriana and Allheal. Valerian is a perennial plant, native to Europe and parts of Asia. It grows in meadows and woodlands within moist, temperate climates and has since been naturalized in North America. The root system consists of a vertical rhizome and an abundance of smaller rootlets which are harvested and dried at temperatures less than 105 degrees Fahrenheit.","Crude California Poppy and Valerian root extract of first cold extraction! | California Poppy and Valerian extract contains ONLY natural ingredients! | Super concentrated California Poppy and Valerian root extract: dry material / menstruum ratio 1:3! | We strictly use only organic or ethically sourced wild harvested material, highest quality alcohol, vegetable glycerin and crystal clear water! Really the BEST California Poppy and Valerian root extract on market!",,,"Certified Organic California Poppy (Eschscholzia californica) dried above-ground parts of the plant from France and Certified Organic Valerian (Valeriana Officinalis) dried root from Poland. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Other ingredients: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers.",
B075HYWGDM,"California and Valerian Alcohol A60 Herbal Extract, Concentrated Liquid Drops (California Poppy Herb and Flower (Eschscholzia Californica), Valerian Root (Valeriana Officinalis)) (2 fl oz)",Visit the HerbEra Store,"_________________________________________________________________________ ____________________________________________________________ 
 
Liquid Herbal Extract.
At Herbera our extracts are formulated for premium quality and time-tested dependability.
Potent 1:3 herb to solvent ratios guarantee that all the qualities of the herb are fully protected, this is achieved through hyper raw-extraction and technology.
Through paramount research we take premium grade herbs from global suppliers and use unparalleled menstruum ratios to extract high bio-active compounds that exceed expectations.
We prioritize facilities, clean areas around the world and modern means of production each step of the way.
 With you in mind we remain at the forefront of health science.
Suggested Use: Adults take 30-50 drops of extract in a small amount of water or choice beverage 2-4 times daily between meals.
Other Ingredients: Glycerin Distilled Water.
Warnings: Shake well before using.
Not to be used during pregnancy or lactation. If you have a medical condition or take medications, please consult with your doctor before use. 
Keep out of reach of children. Use only as directed on label. Safety-sealed for your protection.
Herbera ®","100% NATURAL PRODUCT: No artificial colors or flavors | MADE AND TESTED IN THE USA: We made our products in Colorado, famous for its pure nature. | Verified herb identity, confirmed highest quality of raw herb and the extract | Best natural sources of herbs and materials: Every vendor is carefully picked to meet our high standards",,,,
B0B4LZM965,"Dream Secret Alcohol-Free Extract, High-Potency Herbal Drops, Tincture Made from Valerian, Passionflower, Lavender, St. John's Wort, California Poppy, Chamomile. Restful Sleep Formula 2 oz",Visit the Secrets of the Tribe Store,"We prepare our Herbal Extract from the raw herbs which are sustainably wildcrafted in their natural habitat. To assure thorough extraction of our herbs bioactive compounds, the herb is hand-harvested at its optimal potency, is carefully shade-dried and is then promptly extracted.","3rd Party Lab Tested: No Foreign Substances, No Fillers, Herb ID Confirmed for Your Safety, Micro test | 100% Natural Products: No Artificial Colors or Flavors, No Sugar or Sweeteners Added, Tested and Verified for Purity: Steam Distilled, Pristine Quality, Gluten-Free, No Preservatives, Soy-Free, Dairy-Free, Egg-Free, Cruelty-Free | Tested and Verified for Purity: Steam Distilled, Pristine Quality, Gluten-Free, No Preservatives, Soy-Free, Dairy-Free, Egg-Free, Cruelty-Free | High Potency: Patent-Pending Unparalleled Extraction Method, Highest Concentration of Bioactive Components 100% Made in the USA | Our product: Easily Absorbed by the Body",4.5 out of 5 stars,2 global ratings,"Valerian Root (Valeriana officinalis), Passionflower Leaf and Herb (Passiflora incarnata), Lavender Flowers (Lavandula x intermedia), St. John's Wort Herb and Flower (Hypericum perforatum), California Poppy Herb and Flower (Eschscholzia californica), Chamomile Flower (Matricaria recutita), Vegetable Glycerin, Distilled water",
B07TBH5151,"California Poppy (Eschscholzia Californica) Tincture, Organic Dried Above-Ground Parts Liquid Extract (Brand Name: HerbalTerra, Proudly Made in USA) 5x2 fl.oz (5x60 ml)",Brand: Herbal Terra LLC,"HerbalTerra expertly produced this extract using a classic maceration method of extraction to ensure that the broad spectrum of therapeutic plant compounds - vitamins, minerals, alkaloids, flavonoids and other active constituents of the herbs are fully extracted and maintained. We meticulously produce our extracts according to precise standards where each herb is extracted according to the distinct characteristic of each plant. HerbalTerra produces liquid extracts using ONLY natural ingredients. All herbs are organically grown, ethically wild harvested, or selectively imported. This extract does NOT contain GMO, gluten, artificial colors or preservatives! Just herb and menstruum! Proudly made in the USA in an FDA registered facility under srtict quality control.","We produced this extract using a classic maceration method of extraction to ensure that the broad spectrum of therapeutic plant compounds - vitamins, minerals, alkaloids, flavonoids and other active constituents of the herbs are fully extracted and maintained. | Expertly extracted under strict quality standards and procedures from the Certified Organic California Poppy dried above-ground parts. We meticulously produce our extracts according to precise standards where each herb is extracted according to the distinct characteristic of each plant! | Concentrated Avaram tincture: dry plant material / menstruum ratio is 1:3! Extraction rate: 1 ml of extract is equal to about 330 mg of dried herb! | We produce our liquid extracts using ONLY natural ingredients! All herbs are organically grown, ethically wild harvested, or selectively imported. This extract does NOT contain GMO, gluten, artificial colors or preservatives! Just herb and menstruum! | Proudly made in the USA in an FDA registered facility under srtict quality control.",,,"Main ingredient: Certified Organic California Poppy (Eschscholzia Californica) dry above-ground parts. Origin of plant material: France. Menstruum: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers. Main ingredient: Certified Organic California Poppy (Eschscholzia Californica) dry above-ground parts. Origin of plant material: France. Menstruum: Alcohol, vegetable palm glycerin, crystal clear water. Contains NO: GMO, gluten, artificial colors, heavy metals, preservatives, pesticides, fertilizers.",
B0759T1XWD,"Secrets of the Tribe Tribal Tranquility Alcohol-Free, Glycerite Skullcap, Lemon Balm, Holy Basil, Reishi Mushroom, California Poppy, Valerian. Tincture Herbal Extract Nerve Calming Formula 2 OZ",Visit the Secrets of the Tribe Store,"At Secrets of the Tribe, we turn to Earth for help to support and strengthen our health. Thanks to modern technology, we are now able to get the best out of every herb — a pure and rich extract that contains all the beneficial properties and valuable nutrients. We create every bottle with the purpose of serving those who seek the path to long-lasting wellness. Our love for the planet ties together with our core belief that nature heals.","3rd Party Lab Tested: No Foreign Substances, No Fillers, Herb ID Confirmed for Your Safety, Micro test | 100% Natural Products: No Artificial Colors or Flavors, No Sugar or Sweeteners Added | Tested and Verified for Purity: Steam Distilled, Pristine Quality, Gluten-Free, No Preservatives, Soy-Free, Dairy-Free, Egg-Free, Cruelty-Free | High Potency: Patent-Pending Unparalleled Extraction Method, Highest Concentration of Bioactive Components 100% Made in the USA | Our product: Easily Absorbed by the Body",2.3 out of 5 stars,5 global ratings,"Scutellaria lateriflora, Melissa officinalis, Ocimum tenuiflorum, Ganoderma lucidum, Eschscholzia californica, Valeriana officinalis, Vegetable Glycerin, distilled water",
B0B4KV3TDW,"Tribal Tranquility Alcohol-FREE Extract, High-Potency Herbal Drops, Tincture made from Skullcap, Lemon Balm, Holy Basil, Reishi Mushroom, California Poppy, Valerian. Nerve Calming Formula 2 oz",Visit the Secrets of the Tribe Store,"At Secrets of the Tribe, we turn to Earth for help to support and strengthen our health. Thanks to modern technology, we are now able to get the best out of every herb — a pure and rich extract that contains all the beneficial properties and valuable nutrients. We create every bottle with the purpose of serving those who seek the path to long-lasting wellness. Our love for the planet ties together with our core belief that nature heals.","3rd Party Lab Tested: No Foreign Substances, No Fillers, Herb ID Confirmed for Your Safety, Micro test | 100% Natural Products: No Artificial Colors or Flavors, No Sugar or Sweeteners Added | Tested and Verified for Purity: Steam Distilled, Pristine Quality, Gluten-Free, No Preservatives, Soy-Free, Dairy-Free, Egg-Free, Cruelty-Free | High Potency: Patent-Pending Unparalleled Extraction Method, Highest Concentration of Bioactive Components 100% Made in the USA | Our product: Easily Absorbed by the Body",,,"Scutellaria lateriflora, Melissa officinalis, Ocimum tenuiflorum, Ganoderma lucidum, Eschscholzia californica, Valeriana officinalis, Vegetable Glycerin, distilled water",
B07ZBD98BX,"Earth's Love - California Poppy 60 Capsules, 400 mg, California Poppy (Eschscholzia Californica) Dried Herb and Flower (60 Capsules)",Visit the HerbEra Store,"At Herbera our capsules are formulated for premium quality and time-tested dependability. Each capsule contains 400 mg of raw natural material. The capsule keeps all the nutrients active. It is easily broken down in the gastric juice so that all the useful substances are easily absorbed by the body. Through paramount research, we take premium grade herbs from global suppliers and use unparalleled menstruum ratios to extract high bio-active compounds that exceed expectations. We prioritize facilities, clean areas around the world and modern means of production each step of the way. With you in mind we remain at the forefront of health science.",California Poppy (Eschscholzia Californica) Dried Herb and Flower | 100% Natural Product: No Artificial Colors or Flavors | MADE AND TESTED IN THE USA | Carefully crafted from a potent source,5 out of 5 stars,1 global rating,,
